crt.sh  Identity Search               Group by Issuer

Criteria	Type: Identity    Match: ILIKE    Search: 'illinois.edu'

Sorry, your search results have been truncated.
It is not currently possible to sort and paginate large result sets efficiently, so only a random subset is shown below.
Please retry your search with expired certificates excluded.
Certificates	
crt.sh ID	 Logged At  ⇧	Not Before	Not After	Common Name	Matching Identities	Issuer Name
7621103	2015-05-20	2015-04-13	2018-04-12	ipam.illinois.edu	dev.ipam.illinois.edu
ipam.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7617520	2015-05-20	2015-05-04	2018-05-03	wiki-dev.cites.illinois.edu	wiki-dev.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7636110	2015-05-20	2015-04-24	2018-04-23	ip2fire.cites.illinois.edu	ip2fire.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7636418	2015-05-20	2015-04-28	2018-04-27	idclaim-dev.cites.illinois.edu	idclaim-dev.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7636131	2015-05-20	2015-04-30	2018-04-29	cloudbroker-test.cites.illinois.edu	cloudbroker-test.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7571418	2015-05-19	2014-11-24	2017-11-23	staging.admin.illinois.edu	admin-secure.gslb.illinois.edu
admin-www.gslb.illinois.edu
newstaging.admin.illinois.edu
oldstaging.admin.illinois.edu
staging.admin.illinois.edu
webstats.admin.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7568404	2015-05-19	2015-05-13	2018-05-12	webmail.life.illinois.edu	webmail.life.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7566723	2015-05-19	2015-04-30	2018-04-29	box-tools-test.cites.illinois.edu	box-tools-test.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7566297	2015-05-19	2015-05-04	2018-05-03	wiki-sandbox.cites.illinois.edu	wiki-sandbox.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7563513	2015-05-18	2015-03-30	2018-03-29	lens-api.cites.illinois.edu	lens-api.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7560656	2015-05-18	2014-10-30	2017-10-29	gltg.ncsa.illinois.edu	gltg.ncsa.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7558917	2015-05-18	2015-04-17	2018-04-16	relays-manager-dev.cites.illinois.edu	relays-manager-dev.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7558543	2015-05-18	2015-04-21	2018-04-20	bi-iisdev.beckman.illinois.edu	bi-iisdev.beckman.illinois.edu
devreservations.beckman.illinois.edu
its-dev.beckman.illinois.edu
webdev.beckman.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7557559	2015-05-18	2015-05-15	2018-05-14	test.webservices.illinois.edu	test.news.illinois.edu
test.webservices.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7553037	2015-05-17	2015-05-13	2018-05-12	neuroscience.illinois.edu	neuroscience.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7545128	2015-05-17	2015-04-29	2018-04-28	idm.cites.illinois.edu	idm.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7543522	2015-05-16	2015-05-04	2018-05-03	pinnutil.cites.illinois.edu	pinnutil.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7542333	2015-05-16	2015-05-13	2018-05-12	www.life.illinois.edu	www.life.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7539273	2015-05-16	2015-05-13	2018-05-12	sib.illinois.edu	sib.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7542892	2015-05-16	2015-05-13	2018-05-12	moodle.life.illinois.edu	moodle.life.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7537698	2015-05-16	2015-05-13	2018-05-12	mcb.illinois.edu	mcb.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7533856	2015-05-16	2015-05-13	2018-05-12	www-s.life.illinois.edu	www-s.life.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7526335	2015-05-16	2015-05-11	2018-05-10	webmo.scs.illinois.edu	webmo.scs.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7526981	2015-05-15	2015-04-23	2018-04-22	workerbee.igb.illinois.edu	workerbee.igb.illinois.edu
www.beespace.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7621228	2015-05-14	2015-04-28	2018-04-27	illinoisauth.igb.illinois.edu	illinoisauth.igb.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7504837	2015-05-14	2015-05-11	2016-05-10	blogs.cites.illinois.edu	badges.illinois.edu
blogs.cites.illinois.edu
dev.badges.illinois.edu
ilearn.ics.illinois.edu
illinispaces.illinois.edu
mediacommons.illinois.edu
scout.illinois.edu
server.illinispaces.illinois.edu
server.spacescout.illinois.edu
spacescout.illinois.edu
www.badges.illinois.edu
www.illinispaces.illinois.edu
www.mediacommons.illinois.edu
www.scout.illinois.edu
www.spacescout.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7504310	2015-05-14	2015-05-11	2018-05-10	dev.life.illinois.edu	dev.life.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7501072	2015-05-14	2015-05-08	2018-05-08	cas.lis.illinois.edu	cas.lis.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7499512	2015-05-14	2015-05-11	2018-05-10	histo.life.illinois.edu	histo.life.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7495450	2015-05-13	2015-05-08	2018-05-07	mba.illinois.edu	blogs.business.illinois.edu
business.illinois.edu
emba.business.illinois.edu
entrecorps.business.illinois.edu
entrecorps.illinois.edu
immlp.illinois.edu
makerlab.illinois.edu
mba.business.illinois.edu
mbachicago.illinois.edu
mba.illinois.edu
ms-techmgmt.illinois.edu
news.business.illinois.edu
onlinemba.illinois.edu
professionalmba.illinois.edu
studyabroad.business.illinois.edu
subsistence.business.illinois.edu
wordpress.business.illinois.edu
www.business.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7495927	2015-05-12	2015-04-28	2018-04-27	www-app.igb.illinois.edu	gallery.igb.illinois.edu
help.igb.illinois.edu
www-app.igb.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7658158	2015-05-11	2014-10-20	2017-10-19	groupscope.ncsa.illinois.edu	groupscope.ncsa.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7658045	2015-05-11	2015-04-28	2018-04-27	shib-test-idp.cites.illinois.edu	shib-test-idp.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7513907	2015-05-11	2015-04-30	2018-04-29	lassso.las.illinois.edu	lassso.las.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7529979	2015-05-11	2015-05-04	2018-05-03	wiki.cites.illinois.edu	wiki.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7496924	2015-05-11	2015-03-20	2018-03-19	secure.las.illinois.edu	secure.las.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7639980	2015-05-11	2015-04-30	2018-04-29	portfolio.media.illinois.edu	portfolio.media.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7657273	2015-05-10	2015-04-30	2018-04-29	shib-sp-dev.cites.illinois.edu	shib-sp-dev.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7499532	2015-05-10	2015-05-04	2018-05-03	faa-web2.faa.illinois.edu	arch.illinois.edu
art.illinois.edu
dance.illinois.edu
faa.illinois.edu
faa-web2.faa.illinois.edu
ilpha.illinois.edu
it.faa.illinois.edu
kam.illinois.edu
landarch.illinois.edu
music.illinois.edu
sedac.illinois.edu
staging.arch.illinois.edu
staging.art.illinois.edu
staging.dance.illinois.edu
staging.faa.illinois.edu
staging.kam.illinois.edu
staging.landarch.illinois.edu
staging.theatre.illinois.edu
staging.urban.illinois.edu
theatre.illinois.edu
urban.illinois.edu
www.faa.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7498603	2015-05-10	2015-04-28	2018-04-27	m.carli.illinois.edu	m.carli.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7508688	2015-05-10	2015-04-28	2018-04-27	wiki.carli.illinois.edu	wiki.carli.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7439408	2015-05-09	2015-05-04	2018-05-03	imlczo.ncsa.illinois.edu	imlczo2.ncsa.illinois.edu
imlczo-dev.ncsa.illinois.edu
imlczo.ncsa.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7635188	2015-05-03	2015-04-28	2018-04-27	uc.illinois.edu	uc.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7549341	2015-05-02	2015-04-28	2018-04-27	www-s2.education.illinois.edu	www-s2.education.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7556971	2015-05-02	2015-04-23	2018-04-22	emergency.cites.illinois.edu	emergency.cites.illinois.edu
emergency.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7617609	2015-05-01	2015-04-21	2018-04-20	bands.illinois.edu	bands.illinois.edu
dev.bands.illinois.edu
www.bands.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7635407	2015-05-01	2015-04-28	2018-04-27	netidclaim.illinois.edu	netidclaim.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7370922	2015-05-01	2015-04-29	2018-04-28	www.wcms.uillinois.edu	aits.uillinois.edu
atmos.illinois.edu
atmos.spwebprod.uillinois.edu
audits.uillinois.edu
ccfd.spwebprod.uillinois.edu
conferences.uillinois.edu
cprd.spwebprod.uillinois.edu
dentistry.spwebprod.uillinois.edu
earth.illinois.edu
ehso.spwebprod.uillinois.edu
epm.illinois.edu
ethics.uillinois.edu
flycmi.spwebprod.uillinois.edu
geography.spwebprod.uillinois.edu
geology.spwebprod.uillinois.edu
hr.uillinois.edu
itpc.uillinois.edu
itproforum.illinois.edu
iys.cprd.illinois.edu
iys.spwebprod.uillinois.edu
obfs.uillinois.edu
ogr.uillinois.edu
paymybill.illinois.edu
paymybill.uillinois.edu
ready.spwebprod.uillinois.edu
siaab.audits.uillinois.edu
ssn.spwebprod.uillinois.edu
stateuniv.spwebprod.uillinois.edu
studentmoney.uillinois.edu
treasury.uillinois.edu
uocpres.uillinois.edu
usfsco.uillinois.edu
www.aits.uillinois.edu
www.atmos.illinois.edu
www.audits.uillinois.edu
www.conferences.uillinois.edu
www.earth.illinois.edu
www.ethics.uillinois.edu
www.hr.uillinois.edu
www.icac.uillinois.edu
www.itpc.uillinois.edu
www.itproforum.illinois.edu
www.iys.cprd.illinois.edu
www.obfs.uillinois.edu
www.ogr.uillinois.edu
www-prod.web.uillinois.edu
www.siaab.audits.uillinois.edu
www.studentmoney.uillinois.edu
www.treasury.uillinois.edu
www.uillinois.edu
www.uocpres.uillinois.edu
www.usfsco.uillinois.edu
www.wcms.uillinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7514569	2015-05-01	2015-04-28	2018-04-27	www.ideals.illinois.edu	ideals.illinois.edu
www.ideals.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7651247	2015-04-30	2015-04-23	2018-04-22	support.carli.illinois.edu	support.carli.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7496553	2015-04-30	2015-04-13	2018-04-12	ipam.illinois.edu	dev.ipam.illinois.edu
ipam.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7515114	2015-04-29	2015-03-30	2018-03-29	bookstore.illinois.edu	bookstore.illinois.edu
www.bookstore.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7530295	2015-04-29	2015-04-23	2018-04-22	rt.cites.illinois.edu	rt.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7514657	2015-04-28	2015-04-21	2018-04-20	dms.4-h.illinois.edu	dev.dms.4-h.illinois.edu
dms.4-h.illinois.edu
dms-dev.4-h.illinois.edu
www.dms.4-h.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7529480	2015-04-28	2015-04-23	2018-04-22	ldap.lis.illinois.edu	ldap.lis.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7530208	2015-04-27	2015-04-23	2018-04-22	idotrfc.itarp.illinois.edu	idotrfc.itarp.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7562553	2015-04-27	2015-04-23	2018-04-22	support.lis.illinois.edu	support.lis.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7496561	2015-04-27	2015-04-24	2018-04-23	bluewaters.ncsa.illinois.edu	bluewaters.ncsa.illinois.edu
bluewaters-test.ncsa.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7514680	2015-04-26	2015-04-23	2018-04-22	extension.illinois.edu	dev.extension.illinois.edu
extension.illinois.edu
m.extension.illinois.edu
my.extension.illinois.edu
my-s.extension.illinois.edu
photo.extension.illinois.edu
photos.extension.illinois.edu
secure.extension.illinois.edu
web.extension.illinois.edu
webs.extension.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7330267	2015-04-26	2015-04-23	2018-04-22	i-share.carli.illinois.edu	i-share.carli.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7507242	2015-04-26	2015-04-21	2018-04-20	www-s.mckinley.illinois.edu	www-s.mckinley.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7301976	2015-04-25	2015-04-21	2018-04-20	www-s.scs.illinois.edu	www-s.scs.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7299483	2015-04-25	2015-04-21	2018-04-20	acf-s.aces.illinois.edu	acf-s.aces.illinois.edu
www.acf-s.aces.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7298502	2015-04-24	2015-04-20	2018-04-19	etext.illinois.edu	etext.illinois.edu
www.etext.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7290516	2015-04-24	2015-04-16	2018-04-15	test.webservices.illinois.edu	test.webservices.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7290623	2015-04-24	2015-04-21	2018-04-20	learn.illinois.edu	learn.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7288826	2015-04-24	2015-02-12	2018-02-11	psap.library.illinois.edu	psap.library.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7287693	2015-04-24	2015-04-20	2018-04-19	library1.lon-capa.uiuc.edu	access2.lon-capa.illinois.edu
access3.lon-capa.illinois.edu
access4.lon-capa.illinois.edu
access5.lon-capa.illinois.edu
access6.lon-capa.illinois.edu
balance1.lon-capa.illinois.edu
library1.lon-capa.illinois.edu
lon-capa.illinois.edu
www.lon-capa.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7280704	2015-04-23	2015-04-20	2018-04-19	cdn.atlas.illinois.edu	cdn.atlas.illinois.edu
cdn-dev.atlas.illinois.edu
cdn-test.atlas.illinois.edu
dev.cdn.atlas.illinois.edu
test.cdn.atlas.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7299649	2015-04-23	2015-04-20	2018-04-19	discovery.itrust.illinois.edu	discovery.illinois.edu
discovery.itrust.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7283064	2015-04-23	2015-04-20	2018-04-19	auth.uillinois.edu	auth.illinois.edu
auth.uillinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7274511	2015-04-23	2015-04-21	2018-04-20	test.learn.illinois.edu	beta.learn.illinois.edu
courserequestdev.learn.illinois.edu
dev.learn.illinois.edu
msqltest01.learn.illinois.edu
msqltest02.learn.illinois.edu
msqltest03.learn.illinois.edu
sb01.atlas.illinois.edu
sb02.atlas.illinois.edu
sb03.atlas.illinois.edu
sb04.atlas.illinois.edu
sb05.atlas.illinois.edu
sb06.atlas.illinois.edu
sb07.atlas.illinois.edu
sb08.atlas.illinois.edu
sb09.atlas.illinois.edu
sb10.atlas.illinois.edu
sb11.atlas.illinois.edu
sb12.atlas.illinois.edu
sb13.atlas.illinois.edu
sb14.atlas.illinois.edu
sb15.atlas.illinois.edu
sb16.atlas.illinois.edu
test.learn.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7271647	2015-04-23	2015-04-20	2018-04-19	ecommerce.aces.illinois.edu	ecommerce.aces.illinois.edu
www.ecommerce.aces.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7279122	2015-04-23	2015-04-20	2018-04-19	research.illinois.edu	new.research.illinois.edu
research.illinois.edu
www.research.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7270002	2015-04-23	2015-04-17	2018-04-16	pubsplus.illinois.edu	pubsplus.illinois.edu
www.pubsplus.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7269830	2015-04-23	2015-04-20	2018-04-19	extension.illinois.edu	dev.extension.illinois.edu
extension.illinois.edu
m.extension.illinois.edu
my.extension.illinois.edu
my-s.extension.illinois.edu
photo.extension.illinois.edu
photos.extension.illinois.edu
secure.extension.illinois.edu
web.extension.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7267923	2015-04-22	2015-04-20	2018-04-19	osh.mckinley.illinois.edu	osh.mckinley.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7259499	2015-04-22	2015-04-20	2018-04-19	citl.illinois.edu	apps.citl.illinois.edu
apptest.citl.illinois.edu
citl.illinois.edu
conferences.citl.illinois.edu
courses.citl.illinois.edu
dev.citl.illinois.edu
git.citl.illinois.edu
monitoring.citl.illinois.edu
oce.illinois.edu
services.citl.illinois.edu
stage.citl.illinois.edu
surveys.citl.illinois.edu
surveytest.citl.illinois.edu
techsupport.citl.illinois.edu
techsupport.oce.illinois.edu
test.citl.illinois.edu
www.techsupport.citl.illinois.edu
www.test.citl.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7534975	2015-04-22	2015-04-13	2018-04-12	iris-dev.cites.illinois.edu	iris-dev.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7247957	2015-04-21	2015-04-10	2016-04-11	mail.ifp.illinois.edu	mail.ifp.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7247831	2015-04-21	2015-04-08	2018-04-07	vmmon-dev.cites.illinois.edu	vmmon-dev.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7247769	2015-04-21	2015-04-13	2018-04-12	emergency.cites.illinois.edu	emergency.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7247427	2015-04-21	2015-04-16	2018-04-15	emergency.webservices.illinois.edu	emergency.webservices.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7247867	2015-04-20	2015-04-16	2018-04-15	spam-control.illinois.edu	spam-control.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7240948	2015-04-20	2015-04-17	2018-04-16	rt.aces.illinois.edu	rt.aces.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7237214	2015-04-20	2015-04-16	2018-04-15	lists.illinois.edu	lists.ae.illinois.edu
lists.beckman.illinois.edu
lists.cs.illinois.edu
lists.education.illinois.edu
lists.housing.illinois.edu
lists.ics.illinois.edu
lists.illinois.edu
lists.physics.illinois.edu
mail.krannertcenter.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7236944	2015-04-20	2015-04-13	2018-04-12	iris-beta.cites.illinois.edu	iris-beta.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7236394	2015-04-20	2015-04-16	2018-04-15	shibboleth.illinois.edu	shibboleth.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7235494	2015-04-19	2015-04-17	2018-04-16	www.isgs.illinois.edu	clearinghouse.isgs.illinois.edu
isgs-zinc.isgs.illinois.edu
staff.isgs.illinois.edu
www.isgs.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7247052	2015-04-19	2015-04-15	2018-04-14	ctweb1.cites.illinois.edu	ctweb1.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7236468	2015-04-19	2015-04-16	2018-04-15	shop.pri.illinois.edu	shop.inrs.illinois.edu
shop.isgs.illinois.edu
shop.pri.illinois.edu
www.shop.inrs.illinois.edu
www.shop.pri.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7236314	2015-04-18	2015-04-13	2018-04-12	iris-alpha.cites.illinois.edu	iris-alpha.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7630190	2015-04-18	2014-12-12	2017-12-11	counselingcenter.illinois.edu	counselingcenter.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7208077	2015-04-18	2015-04-13	2018-04-12	iris.cites.illinois.edu	iris.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7195236	2015-04-17	2015-04-15	2018-04-14	www.atmos.uiuc.edu	atmos.illinois.edu
earth.illinois.edu
geog.illinois.edu
geology.illinois.edu
www.atmos.illinois.edu
www.earth.illinois.edu
www.geog.illinois.edu
www.geology.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7191784	2015-04-17	2015-04-14	2018-04-16	www-s.dmi.illinois.edu	www-s.dmi.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7186385	2015-04-16	2015-04-01	2018-03-31	passwords.cites.illinois.edu	passwords.cites.illinois.edu	C=US, ST=MI, L=Ann Arbor, O=Internet2, OU=InCommon, CN=InCommon RSA Server CA
7175216	2015-04-15	2015-04-10	2018-04-09	www.wcms.uillinois.edu	aits.uillinois.edu
atmos.illinois.edu
atmos.spwebprod.uillinois.edu
ccfd.spwebprod.uillinois.edu
conferences.uillinois.edu
cprd.spwebprod.uillinois.edu
dentistry.spwebprod.uillinois.edu
earth.illinois.edu
epm.illinois.edu
ethics.uillinois.edu
flycmi.spwebprod.uillinois.edu
geography.spwebprod.uillinois.edu
geology.spwebprod.uillinois.edu
hr.uillinois.edu
itpc.uillinois.edu
itproforum.illinois.edu
iys.spwebprod.uillinois.edu
obfs.uillinois.edu
ogr.uillinois.edu
paymybill.illinois.edu
paymybill.uillinois.edu
ready.spwebprod.uillinois.edu
siaab.audits.uillinois.edu
ssn.spwebprod.uillinois.edu
studentmoney.uillinois.edu
treasury.uillinois.edu
uocpres.uillinois.edu
usfsco.uillinois.edu
www.aits.uillinois.edu
www.atmos.illinois.edu
www.conferences.uillinois.edu
www.earth.illinois.edu
www.ethics.uillinois.edu
www.hr.uillinois.edu
www.icac.uillinois.edu
www.itpc.uillinois.edu
www.itproforum.illinois.edu
www.obfs.uillinois.edu
www.ogr.uillinois.edu
www.siaab.audits.uillinois.edu
www.studentmoney.uillinois.edu
www.treasury.uillinois.edu
www.uillinois.edu
www.uocpres.uillinois.edu
www.usfsco.uillinois.edu
